tweet,sentiment
what will the destiny 2.0 patch be at when i get home? 70% 48%? 95%? 2%? who knows. my xbox may just be on fire the way things were going.,negative
come on xbox for some chilled 2.50 wagers and i'm sat here playing against people dripping it,neutral
pay day tomorrow debating if i should cop a ps4 or xbox one,positive
need a person with a 2box / 2nd xbox. will get free eb,positive
those of us on xbox can't even play the damn game until the 15th.... 2.0.0 isn't even 100% and it's a fail!,neutral
"played and perfected dragon's dogma on xbox 360 & ps3. come january, it'll happen on pc too",positive
i don't have trials sorry dude. september 15 i'll have it ! you can add me on xbox one though :),positive
when will the xbox one codes be given out for gunscape? it releases tomorrow right?,neutral
i've sat here since 7 its now 1am and it has moved 2% i'm off if it's not done when i wake i'll be ringing xbox for a refund.,negative
for the division? if so yes first on xbox in december and then ps4 at a later date,positive
lovers in a dangerous spacetime hits the xbox one tomorrow. checking it in 10 at,positive
make sure u get your 2nd xbox and get bigg terry on there to setup for us,positive
i got an xbox one on the 7th of april this year and it looks good for zombie games,positive
madden 16 for xbox one and ps4 for 49.99 ends i think on saturday night: went to a target store and saw it,positive
"well i'm getting an xbox one on the 18th so don't worry, i'll be able to talk about it soon. i just don't know if i wanna-",positive
"sat down to play xbox, remembers i have to make lunch for tomorrow. lousy adulthood interfering with with my mindless entertainment.",neutral
may not be relevant but i am also an xbox preview memeber with which we have had a couple of mysterious updates recently,neutral
"having xbox downloadable games always release on wed. was such a smart move. now, it's chaos. no idea what's out or when.",neutral
elite: dangerous confirms it will be available on xbox one october 6th,neutral
what are you guys doing on xbox still like high school doesn't start tomorrow for you guys lol,positive
"it's currently live on xbox, it will be tomorrow steam and pc",positive
wednesday or thursday morning to get my xbox one and ultimate edition so ready for it,positive
got destiny updating on the ps4 and xbox one. i should be able to play on one of them by tomorrow lol.,positive
we will be recruiting for gears of war ultimate edition on the xbox one on friday at 7:30 pm for chance to join team decay reapers,positive
"come on xbox, i just want to play destiny! i hope its better by tomorrow",positive
"i'll explain tomorrow son but basically shorty sold my xbox, not to mention all my games but just know we back & she'll get hers",neutral
i got my 1st achievement on the xbox one: watch netflix 7 days in a row.,positive
"no roommate, you may not get on xbox live at midnight and talk deadass loud with ur online buddies when i have an 8 o'clock in the morning..",negative
i thought about getting this for my xbox one but i may as well 'throw my hat in the ring' here and try to win this version!,positive
"okay, play jet set radio on the first xbox on a saturday afternoon really loud on your tv.",positive
yo wtf why can't you fix the severs on xbox one for fob it's september 9th and again can't get on,negative
i would if i did not have school tomorrow but if you ever need one at day time you can count on me to. p.s xbox gt dhg proxelite,positive
and you have no xbox :(,neutral
if your on xbox playing some rift tomorrow do you think i can join plz plz,neutral
xbox giveaway from gamespot. they are giving me points for doing this. they may give to you too. sorry.,positive
"elite: dangerous will be available in xbox one by october 6, polygon confirms: in just a couple months, the hi...",positive
it gets to xbox tomoz so hopefully they send a new one on friday,positive
yep! like 99% of xbox 1st party games we can get it on steam,positive
how is the new patch i ask because i am away from my xbox till sat,positive
"the mics are rubbish!! xbox need to produce better mics, luckily my spare pad has the 2nd headset port",neutral
think i've come to the point in my life where i need to purchase an xbox and reignite my 8th prestige black ops side,neutral
"if you had castle crashers on xbox 360, it will be free today for xbox one owners. this is incredible.",positive
. still waiting for an answer regarding the sunday ticket app for xbox one. i bought the package just to use on xbox.,neutral
just up rendering my 1v1 wednesday video if you want to 1v1 me just tweet me for xbox info! :) and good morning everyone,positive
"due to the holiday, monday's xbox one at 1 has been moved to today! tune in to at 1 p.m. edt.",positive
world has abandoned the system. this is now centrally commanded just like playstation or xbox.,neutral
